id,yield
15000,5398.0703966758265
15001,4568.64722113306
15002,7338.134003440364
15003,4860.445532059307
15004,4949.062108517088
15005,6318.0336654243665
15006,6204.070297655283
15007,8125.428120693183
15008,6106.3021494405775
15009,8241.44554809624
15010,7862.272105736394
15011,4324.792191838844
15012,5597.6030719733835
15013,3370.4806305964776
15014,6834.207265374455
15015,6248.717594118211
15016,8305.983946040615
15017,6802.210535525593
15018,3821.7381696576613
15019,6775.2041808437025
15020,5764.429770480574
15021,4126.5429351400735
15022,5559.271205323578
15023,6244.545910822298
15024,3009.36729692036
15025,6799.878867062068
15026,6147.081634062682
15027,6173.231856404408
15028,8167.034952844082
15029,6454.141419605881
15030,8151.142652342784
15031,7366.40194862536
15032,5571.402909771799
15033,7335.098738055316
15034,3929.8034371475396
15035,5387.617023096605
15036,6851.361613095001
15037,7361.131526828378
15038,5147.5402425193815
15039,5611.546910448726
15040,6851.801117693894
15041,4315.845440160931
15042,5398.91260078096
15043,4938.28279315744
15044,8290.402945864598
15045,6392.138299069603
15046,6332.79656144846
15047,4403.574017257216
15048,7356.6508223145765
15049,5463.713296233209
15050,3791.5174803627624
15051,5272.565994977406
15052,6504.794455641765
15053,3459.514514868526
15054,4862.110537678845
15055,6716.819304556234
15056,5603.741426445037
15057,5588.261832223687
15058,5559.584753866741
15059,6360.517070477557
15060,6501.690664840042
15061,5604.8736047868415
15062,6483.046916626472
15063,3418.57265651291
15064,3657.3687352275247
15065,4613.881441868193
15066,4785.162658946797
15067,6883.013531352242
15068,6974.946316910581
15069,7801.790171593964
15070,7496.234104398297
15071,5531.919178796928
15072,5612.914943025565
15073,3289.129117872514
15074,4272.2899491630715
15075,6738.8307361359875
15076,5954.8994236885455
15077,7834.532885170982
15078,5340.84117956491
15079,6219.136589835373
15080,3827.769427927541
15081,7527.596189137546
15082,3883.40059239622
15083,7324.110979093798
15084,7392.565835027029
15085,6424.465804397
15086,4282.34756719482
15087,8110.142335052144
15088,5562.062907645038
15089,7787.846044661494
15090,4405.5101880265465
15091,3514.307516085257
15092,4925.5478368375325
15093,6900.09191855723
15094,6164.034797015774
15095,7199.42023493187
15096,4898.284776794412
15097,5513.579096137907
15098,7434.228995267203
15099,6461.5359528378385
15100,7531.380096332526
15101,7515.577272822522
15102,7566.834265029097
15103,5133.985355786845
15104,5770.431796431477
15105,7044.805633365248
15106,6293.436223501856
15107,7288.55693440175
15108,5403.371753323169
15109,7874.2729394425405
